ID,City,State,Population
3436,Millersville,Pennsylvania,"8,383"
3437,Boonton,New Jersey,"8,382"
3438,Runnemede,New Jersey,"8,382"
3439,Dormont,Pennsylvania,"8,381"
3440,Star,Idaho,"8,375"
3441,Price,Utah,"8,371"
3442,Bradford,Pennsylvania,"8,369"
3443,Bridgeport,West Virginia,"8,364"
3444,Hillsboro,Texas,"8,362"
3445,Tecumseh,Michigan,"8,362"
3446,Gering,Nebraska,"8,360"
3447,New Square,New York,"8,357"
3448,Fairview,Texas,"8,354"
3449,Seneca,South Carolina,"8,352"
3450,Roxboro,North Carolina,"8,348"
3451,Arab,Alabama,"8,340"
3452,McRae-Helena,Georgia,"8,338"
3453,Albion,Michigan,"8,337"
3454,Jerseyville,Illinois,"8,336"
3455,Jefferson City,Tennessee,"8,335"
3456,Conover,North Carolina,"8,331"
3457,Oberlin,Ohio,"8,331"
3458,Spanish Fort,Alabama,"8,327"
3459,Upper Saddle River,New Jersey,"8,326"
3460,McFarland,Wisconsin,"8,320"
3461,Brockport,New York,"8,319"
3462,Firebaugh,California,"8,311"
3463,Johnstown,New York,"8,309"
3464,Denison,Iowa,"8,308"
3465,Dalhart,Texas,"8,307"
3466,Franklin,Virginia,"8,306"
3467,Bath,Maine,"8,303"
3468,Somers,Wisconsin,"8,300"
3469,Park City,Utah,"8,299"
3470,Center Line,Michigan,"8,297"
3471,Absecon,New Jersey,"8,295"
3472,St. Joseph,Michigan,"8,288"
3473,Mahomet,Illinois,"8,287"
3474,Fort Mitchell,Kentucky,"8,286"
3475,Alamo Heights,Texas,"8,284"
3476,Cheviot,Ohio,"8,283"
3477,Doylestown,Pennsylvania,"8,280"
3478,Menominee,Michigan,"8,279"
3479,Hartsville,Tennessee,"8,271"
3480,Whitehouse,Texas,"8,269"
3481,Hornell,New York,"8,264"
3482,North Bay Village,Florida,"8,262"
3483,Bennettsville,South Carolina,"8,255"
3484,Belgrade,Montana,"8,254"
3485,Croton-on-Hudson,New York,"8,243"
3486,Humboldt,Tennessee,"8,235"
3487,Rolling Hills Estates,California,"8,231"
3488,St. Marys,Ohio,"8,230"
3489,Castle Shannon,Pennsylvania,"8,228"
3490,Nevada,Missouri,"8,224"
3492,Wetumpka,Alabama,"8,219"
3491,Oradell,New Jersey,"8,219"
3494,Hailey,Idaho,"8,218"
3493,Donaldsonville,Louisiana,"8,218"
3495,Diamondhead,Mississippi,"8,217"
3496,Lewistown,Pennsylvania,"8,215"
3498,Mahtomedi,Minnesota,"8,211"
3497,Eaton,Ohio,"8,211"
3499,Ketchikan,Alaska,"8,208"
3500,Kenton,Ohio,"8,202"
3502,Pismo Beach,California,"8,198"
3501,Baxter,Minnesota,"8,198"
3503,Kenilworth,New Jersey,"8,194"
3504,Pleasant Hills,Pennsylvania,"8,189"
3505,Vinton,Virginia,"8,185"
3506,Monona,Wisconsin,"8,179"
3507,Savoy,Illinois,"8,177"
3508,Pewaukee,Wisconsin,"8,176"
3509,Bloomingdale,New Jersey,"8,173"
3510,Bellevue,Pennsylvania,"8,172"
3511,Crete,Illinois,"8,171"
3512,Hillsdale,Michigan,"8,167"
3513,Bridge City,Texas,"8,165"
3514,Hawthorn Woods,Illinois,"8,164"
3515,Geneseo,New York,"8,158"
3516,London,Kentucky,"8,157"
3517,Charlestown,Indiana,"8,152"
3518,Long Grove,Illinois,"8,147"
3519,Farmville,Virginia,"8,140"
3520,Chestnut Ridge,New York,"8,135"
3521,Rayne,Louisiana,"8,134"
3522,Ivins,Utah,"8,132"
3523,Warrenton,Missouri,"8,130"
3524,Cleveland,Texas,"8,127"
3525,Richland Hills,Texas,"8,121"
3526,Beebe,Arkansas,"8,120"
3527,Ripley,Tennessee,"8,116"
3528,Brazil,Indiana,"8,110"
3529,Mount Joy,Pennsylvania,"8,104"
3530,Trinidad,Colorado,"8,103"
3531,Wytheville,Virginia,"8,101"
3532,Othello,Washington,"8,099"
3533,Blair,Nebraska,"8,089"
3534,Abingdon,Virginia,"8,083"
3535,Hillside,Illinois,"8,081"
3536,Stayton,Oregon,"8,080"
3537,Fletcher,North Carolina,"8,079"
3538,Wynne,Arkansas,"8,078"
3539,Island Lake,Illinois,"8,077"
3541,Oak Brook,Illinois,"8,070"
3540,Ludington,Michigan,"8,070"
3542,Grove City,Pennsylvania,"8,069"
3543,Brookhaven,Pennsylvania,"8,066"
3544,York,South Carolina,"8,058"
3545,Briarcliff Manor,New York,"8,032"
3546,Ephrata,Washington,"8,032"
3547,Flushing,Michigan,"8,029"
3548,Hyrum,Utah,"8,027"
3549,Jefferson,Wisconsin,"8,024"
3550,Caldwell,New Jersey,"8,018"
3551,Orono,Minnesota,"8,009"
3552,Raritan,New Jersey,"8,007"
3553,Celina,Texas,"8,006"
3554,Latrobe,Pennsylvania,"8,003"
3555,West Frankfort,Illinois,"8,001"
3559,Union,South Carolina,"8,000"
3558,Sutherlin,Oregon,"8,000"
3556,Brentwood,Missouri,"8,000"
3557,Old Forge,Pennsylvania,"8,000"
3560,Brooksville,Florida,"7,999"
3562,Oak Grove,Missouri,"7,994"
3561,Mammoth Lakes,California,"7,994"
3563,Sanger,Texas,"7,991"
3564,Houghton,Michigan,"7,987"
3565,Sandpoint,Idaho,"7,984"
3566,Conshohocken,Pennsylvania,"7,982"
3567,Bellevue,Ohio,"7,973"
3568,Fort Lupton,Colorado,"7,971"
3569,Milton,Washington,"7,970"
3570,Hastings-on-Hudson,New York,"7,969"
3571,Mascoutah,Illinois,"7,963"
3572,West Long Branch,New Jersey,"7,963"
3573,Ashland,Wisconsin,"7,957"
3574,Grand Blanc,Michigan,"7,954"
3575,South Boston,Virginia,"7,950"
3576,Arcadia,Florida,"7,941"
3577,Camp Hill,Pennsylvania,"7,934"
3578,Port Wentworth,Georgia,"7,933"
3579,St. Johns,Michigan,"7,928"
3580,Dexter,Missouri,"7,927"
3581,Fulshear,Texas,"7,925"
3582,Campbell,Ohio,"7,923"
3583,Rathdrum,Idaho,"7,921"
3584,Decorah,Iowa,"7,918"
3585,Carnegie,Pennsylvania,"7,913"
3586,Ellsworth,Maine,"7,911"
3587,Senatobia,Mississippi,"7,909"
3588,Newton,New Jersey,"7,908"
3589,Skiatook,Oklahoma,"7,908"
3590,Canal Winchester,Ohio,"7,905"
3591,Downingtown,Pennsylvania,"7,905"
3592,Maryville,Illinois,"7,904"
3593,Southwest Ranches,Florida,"7,898"
3594,Jersey Village,Texas,"7,892"
3595,Wellington,Kansas,"7,889"
3596,Lake Dallas,Texas,"7,881"
3597,Maplewood,Missouri,"7,868"
3598,Winnemucca,Nevada,"7,866"
3599,Antigo,Wisconsin,"7,864"
3600,York,Nebraska,"7,860"
3601,Wyoming,Minnesota,"7,856"
3602,Ilion,New York,"7,853"
3603,Marion,North Carolina,"7,849"
3604,Middletown,Kentucky,"7,845"
3605,Olivette,Missouri,"7,844"
3606,Kennedale,Texas,"7,840"
3607,Colonie,New York,"7,838"
3608,Salem,Utah,"7,831"
3609,Wahpeton,North Dakota,"7,830"
3610,Creston,Iowa,"7,829"
3611,Sheboygan Falls,Wisconsin,"7,824"
3612,Broadview,Illinois,"7,823"
3613,Brevard,North Carolina,"7,822"
3614,Lake Geneva,Wisconsin,"7,821"
3615,Mukwonago,Wisconsin,"7,820"
3616,Perry,Iowa,"7,810"
3617,Grand Ledge,Michigan,"7,807"
3619,Hitchcock,Texas,"7,805"
3618,Bernardsville,New Jersey,"7,805"
3621,Roanoke,Texas,"7,804"
3620,Crookston,Minnesota,"7,804"
3622,Cushing,Oklahoma,"7,796"
3623,Port Jefferson,New York,"7,794"
3624,Milan,Tennessee,"7,792"
3625,Calumet Park,Illinois,"7,787"
3626,Wilson,Pennsylvania,"7,786"
3627,Greenville,Alabama,"7,781"
3628,Butler,New Jersey,"7,779"
3629,Fort Scott,Kansas,"7,773"
3630,Carl Junction,Missouri,"7,772"
3631,Ruidoso,New Mexico,"7,770"
3632,Lexington,Tennessee,"7,769"
3633,Hartsville,South Carolina,"7,768"
3634,Selah,Washington,"7,768"
3635,Ripon,Wisconsin,"7,764"
3637,Pulaski,Tennessee,"7,758"
3636,Morehead,Kentucky,"7,758"
3638,Newport,Arkansas,"7,756"
3639,Webster City,Iowa,"7,756"
3640,Kenai,Alaska,"7,745"
3641,River Oaks,Texas,"7,740"
3643,Seaford,Delaware,"7,736"
3642,Caribou,Maine,"7,736"
3644,Dayton,Texas,"7,734"
3645,Gilberts,Illinois,"7,724"
3646,Richfield,Utah,"7,723"
3647,Lampasas,Texas,"7,722"
3648,Oak Island,North Carolina,"7,722"
3649,Three Rivers,Michigan,"7,713"
3650,White Oak,Pennsylvania,"7,707"
3651,Oakdale,Louisiana,"7,704"
3653,Hood River,Oregon,"7,702"
3652,Butner,North Carolina,"7,702"
3654,Duvall,Washington,"7,701"
3656,Gettysburg,Pennsylvania,"7,700"
3655,Fanwood,New Jersey,"7,700"
3657,Orting,Washington,"7,693"
3658,Oakland,Tennessee,"7,690"
3659,Murphysboro,Illinois,"7,685"
3660,Holly Springs,Mississippi,"7,682"
3661,Quincy,Florida,"7,680"
3662,Sebastopol,California,"7,678"
3663,Hales Corners,Wisconsin,"7,674"
3664,Emerson,New Jersey,"7,669"
3665,Green Cove Springs,Florida,"7,666"
3666,Bonner Springs,Kansas,"7,665"
3667,Lander,Wyoming,"7,665"
3668,Scotia,New York,"7,664"
3669,Bel Aire,Kansas,"7,661"
3670,Gonzales,Texas,"7,660"
3671,Jasper,Texas,"7,658"
3672,South Beloit,Illinois,"7,652"
3673,Ashland,Virginia,"7,649"
3674,Clewiston,Florida,"7,648"
3676,Shorewood,Minnesota,"7,642"
3675,Glen Ridge,New Jersey,"7,642"
3677,Monahans,Texas,"7,638"
3678,New Prague,Minnesota,"7,635"
3679,Park City,Kansas,"7,632"
3680,Grandview Heights,Ohio,"7,628"
3681,Woodlake,California,"7,623"
3682,Kronenwetter,Wisconsin,"7,619"
3683,Centerville,Georgia,"7,615"
3684,Baldwinsville,New York,"7,605"
3685,Brighton,Michigan,"7,604"
3686,Auburn,Georgia,"7,603"
3687,Pittston,Pennsylvania,"7,602"
3689,Princeton,Illinois,"7,599"
3688,Page,Arizona,"7,599"
3690,Fairfax,California,"7,598"
3692,Yreka,California,"7,596"
3691,Robinson,Illinois,"7,596"
3694,Seminole,Texas,"7,594"
3693,Berlin,New Jersey,"7,594"
3695,Clear Lake,Iowa,"7,589"
3696,Rhinelander,Wisconsin,"7,589"
3697,Orland,California,"7,587"
3698,Silvis,Illinois,"7,586"
3699,Ojai,California,"7,585"
3700,Nolensville,Tennessee,"7,580"
3701,Hubbard,Ohio,"7,579"
3702,Manhattan,Illinois,"7,546"
3703,Haddon Heights,New Jersey,"7,544"
3704,DuBois,Pennsylvania,"7,543"
3705,Dunbar,West Virginia,"7,543"
3706,Inverness,Illinois,"7,541"
3707,Navasota,Texas,"7,537"
3709,Ellwood City,Pennsylvania,"7,535"
3710,Montpelier,Vermont,"7,535"
3708,Corning,California,"7,535"
3711,Lamar,Colorado,"7,534"
3712,Hampton,Georgia,"7,532"
3714,McCook,Nebraska,"7,526"
3713,Calipatria,California,"7,526"
3715,Escalon,California,"7,522"
3716,Round Lake Park,Illinois,"7,519"
3717,Old Town,Maine,"7,518"
3718,Palmyra,Pennsylvania,"7,510"
3719,Aurora,Missouri,"7,507"
3720,Aberdeen,North Carolina,"7,502"
3721,Sioux Center,Iowa,"7,501"
3722,Rockton,Illinois,"7,499"
3723,Chehalis,Washington,"7,498"
3724,Floresville,Texas,"7,495"
3725,Delafield,Wisconsin,"7,494"
3726,Altoona,Wisconsin,"7,489"
3727,Swainsboro,Georgia,"7,486"
3728,River Rouge,Michigan,"7,482"
3729,Villa Hills,Kentucky,"7,468"
3730,Fairlawn,Ohio,"7,466"
3731,St. Francis,Minnesota,"7,466"
3732,Wildwood,Florida,"7,464"
3733,Mount Horeb,Wisconsin,"7,462"
3734,West Miami,Florida,"7,459"
3735,Charles City,Iowa,"7,457"
3736,Hempstead,Texas,"7,457"
3737,Cotati,California,"7,455"
3738,Herkimer,New York,"7,455"
3740,Mexia,Texas,"7,445"
3739,Marengo,Illinois,"7,445"
3741,Connellsville,Pennsylvania,"7,437"
3742,Hatboro,Pennsylvania,"7,434"
3744,Waite Park,Minnesota,"7,428"
3743,Iron Mountain,Michigan,"7,428"
3745,Pinson,Alabama,"7,426"
3746,Madison,South Dakota,"7,425"
3748,Washington,Iowa,"7,424"
3747,Seminole,Oklahoma,"7,424"
3749,Piedmont,Oklahoma,"7,422"
3750,Hughson,California,"7,417"
3751,Payette,Idaho,"7,414"
3752,Monessen,Pennsylvania,"7,413"
3754,Livingston,Montana,"7,401"
3753,Albertville,Minnesota,"7,401"
3755,Corbin,Kentucky,"7,398"
3756,Minnetrista,Minnesota,"7,397"
3757,Wauseon,Ohio,"7,395"
3759,Pingree Grove,Illinois,"7,391"
3758,Batesville,Mississippi,"7,391"
3760,Woodland Park,Colorado,"7,390"
3761,Quincy,Washington,"7,387"
3762,Globe,Arizona,"7,376"
3763,Dunellen,New Jersey,"7,374"
3764,Mentor-on-the-Lake,Ohio,"7,371"
3765,Oak Grove,Kentucky,"7,370"
3767,West Dundee,Illinois,"7,361"
3766,Philadelphia,Mississippi,"7,361"
3768,Crystal City,Texas,"7,359"
3769,Sandwich,Illinois,"7,358"
3770,Sanibel,Florida,"7,351"
3771,Park City,Illinois,"7,350"
3772,Inverness,Florida,"7,347"
3773,Nebraska City,Nebraska,"7,347"
3774,Valley Center,Kansas,"7,343"
3775,Northport,New York,"7,342"
3776,Clarkston,Washington,"7,341"
3777,Neptune Beach,Florida,"7,337"
3778,Ralston,Nebraska,"7,329"
3779,Longboat Key,Florida,"7,326"
3780,Tell City,Indiana,"7,323"
3781,Guadalupe,California,"7,321"
3782,Midland Park,New Jersey,"7,319"
3783,Devils Lake,North Dakota,"7,315"
3784,Flatwoods,Kentucky,"7,311"
3785,Forest City,North Carolina,"7,305"
3786,Riverdale Park,Maryland,"7,304"
3787,New Cumberland,Pennsylvania,"7,299"
3788,Williston Park,New York,"7,289"
3789,Fort Bragg,California,"7,287"
3790,Hudsonville,Michigan,"7,285"
3791,Canfield,Ohio,"7,284"
3792,Hastings,Michigan,"7,281"
3793,Whitefish,Montana,"7,279"
3794,Morrow,Georgia,"7,276"
3795,La Feria,Texas,"7,271"
3797,Ville Platte,Louisiana,"7,270"
3796,Providence,Utah,"7,270"
3798,Lincolnshire,Illinois,"7,262"
3799,Dayton,Tennessee,"7,248"
3800,Marshfield,Missouri,"7,245"
3801,Mount Sterling,Kentucky,"7,242"
3804,Salem,Illinois,"7,241"
3802,Knoxville,Iowa,"7,241"
3803,Palmyra,New Jersey,"7,241"
3805,Seward,Nebraska,"7,219"
3806,Tyrone,Georgia,"7,215"
3807,Bargersville,Indiana,"7,213"
3808,Hiawatha,Iowa,"7,212"
3809,Lucas,Texas,"7,211"
3810,Pacific,Missouri,"7,210"
3811,Ponchatoula,Louisiana,"7,209"
3812,Atherton,California,"7,207"
3813,Georgetown,Delaware,"7,206"
3814,St. Gabriel,Louisiana,"7,205"
3815,South Weber,Utah,"7,196"
3816,Elkins,West Virginia,"7,187"
3817,Orland Hills,Illinois,"7,184"
3818,Franklin,Louisiana,"7,182"
3819,Kaufman,Texas,"7,181"
3820,Rockland,Maine,"7,179"
3821,Tolleson,Arizona,"7,178"
3822,East Hills,New York,"7,173"
3823,New London,Wisconsin,"7,170"
3824,Middleton,Idaho,"7,168"
3825,Mills River,North Carolina,"7,168"
3826,LaFayette,Georgia,"7,159"
3827,Mendota,Illinois,"7,158"
3828,Scappoose,Oregon,"7,158"
3829,Highland Heights,Kentucky,"7,155"
3830,Glenolden,Pennsylvania,"7,153"
3831,Pleasantville,New York,"7,150"
3833,Clinton,Illinois,"7,147"
3832,Bonne Terre,Missouri,"7,147"
3834,Winters,California,"7,144"
3835,Austell,Georgia,"7,139"
3836,Kosciusko,Mississippi,"7,139"
3837,Catoosa,Oklahoma,"7,133"
3838,Milltown,New Jersey,"7,132"
3839,Trumann,Arkansas,"7,129"
3840,Bellbrook,Ohio,"7,128"
3841,Winooski,Vermont,"7,128"
3843,Sullivan,Missouri,"7,126"
3842,Camden,South Carolina,"7,126"
3844,Sausalito,California,"7,125"
3845,Belen,New Mexico,"7,122"
3846,Pacific,Washington,"7,122"
3848,Kill Devil Hills,North Carolina,"7,121"
3847,Hudson Falls,New York,"7,121"
3849,Wickenburg,Arizona,"7,115"
3850,Independence,Ohio,"7,114"
3851,Richland,Mississippi,"7,111"
3852,Pikeville,Kentucky,"7,106"
3853,Dade City,Florida,"7,099"
3854,Shamokin,Pennsylvania,"7,098"
3855,Heber Springs,Arkansas,"7,092"
3856,Bloomfield,New Mexico,"7,090"
3857,Walled Lake,Michigan,"7,089"
3858,Osceola,Arkansas,"7,086"
3859,Fort Myers Beach,Florida,"7,085"
3860,Keyport,New Jersey,"7,085"
3861,Logan,Ohio,"7,085"
3862,Flowery Branch,Georgia,"7,073"
3863,Ephraim,Utah,"7,072"
3864,Amory,Mississippi,"7,067"
3865,Ridgefield,Washington,"7,066"
3866,Santa Clara,Utah,"7,065"
3867,St. Louis,Michigan,"7,060"
3868,Crete,Nebraska,"7,059"
3869,Vandalia,Illinois,"7,054"
3870,University Park,Illinois,"7,052"
3871,Fayetteville,Tennessee,"7,051"
3872,New Paltz,New York,"7,046"
3874,Perry,Florida,"7,045"
3873,Lexington,Virginia,"7,045"
3875,Marshall,Michigan,"7,035"
3876,Gibsonville,North Carolina,"7,029"
3877,Ione,California,"7,027"
3878,King,North Carolina,"7,025"
3879,Ridley Park,Pennsylvania,"7,023"
3880,Pelham,New York,"7,020"
3881,Tallulah,Louisiana,"7,020"
3883,Milton-Freewater,Oregon,"7,019"
3882,Demopolis,Alabama,"7,019"
3884,Savannah,Tennessee,"7,019"
3886,Stanwood,Washington,"7,009"
3885,Belle Plaine,Minnesota,"7,009"
3887,Great Neck Plaza,New York,"7,003"
3888,Russellville,Kentucky,"7,001"
3889,Stratford,New Jersey,"7,001"
3890,Palmer,Alaska,"7,000"
3891,Ocean City,Maryland,"6,999"
3892,Umatilla,Oregon,"6,997"
3893,Cottage Grove,Wisconsin,"6,996"
3894,Delphos,Ohio,"6,995"
3895,Mount Carmel,Illinois,"6,993"
3897,Huntingdon,Pennsylvania,"6,990"
3896,Benton,Illinois,"6,990"
3898,Nyack,New York,"6,987"
3899,Archbald,Pennsylvania,"6,979"
3900,St. Augustine Beach,Florida,"6,979"
3901,Huron,Ohio,"6,977"
3902,La Follette,Tennessee,"6,971"
3903,Gypsum,Colorado,"6,969"
3904,Tuttle,Oklahoma,"6,968"
3905,Live Oak,Florida,"6,965"
3906,Sequim,Washington,"6,964"
3907,Rolesville,North Carolina,"6,962"
3908,Idabel,Oklahoma,"6,950"
3909,Providence Village,Texas,"6,946"
3910,Huron,California,"6,941"
3911,Black Jack,Missouri,"6,940"
3912,Sturtevant,Wisconsin,"6,937"
3913,Treasure Island,Florida,"6,937"
3914,Jackson,Wisconsin,"6,933"
3915,La Junta,Colorado,"6,930"
3916,Valley Park,Missouri,"6,911"
3917,Milford,Ohio,"6,906"
3918,Roosevelt,Utah,"6,905"
3919,Milton,Pennsylvania,"6,903"
3920,Linwood,New Jersey,"6,892"
3921,Sidney,Nebraska,"6,888"
3923,Souderton,Pennsylvania,"6,883"
3922,Mountainside,New Jersey,"6,883"
3924,Cortland,Ohio,"6,880"
3925,Leitchfield,Kentucky,"6,874"
3926,Aspen,Colorado,"6,871"
3927,Laurel,Montana,"6,865"
3928,North Vernon,Indiana,"6,859"
3929,Norwich,New York,"6,855"
3930,Allendale,New Jersey,"6,853"
3931,Joshua,Texas,"6,846"
3932,Grove,Oklahoma,"6,835"
3933,Newport,Tennessee,"6,833"
3934,Sturgis,South Dakota,"6,832"
3935,Oak Ridge,North Carolina,"6,827"
3936,Belle Isle,Florida,"6,825"
3937,Rumson,New Jersey,"6,824"
3938,Litchfield,Illinois,"6,812"
3939,Warwick,New York,"6,810"
3940,Blackwell,Oklahoma,"6,808"
3941,Nevada,Iowa,"6,805"
3942,Farmington,Arkansas,"6,804"
3943,North Syracuse,New York,"6,800"
3944,Tamaqua,Pennsylvania,"6,797"
3945,Greenbrier,Tennessee,"6,796"
3946,Winthrop Harbor,Illinois,"6,794"
3947,Barrington,New Jersey,"6,792"
3948,St. Albans,Vermont,"6,792"
3949,Commerce,Georgia,"6,788"
3950,Ambridge,Pennsylvania,"6,787"
3951,Roeland Park,Kansas,"6,786"
3952,Windsor,Wisconsin,"6,785"
3953,Fircrest,Washington,"6,780"
3954,Nappanee,Indiana,"6,780"
3955,Plaquemine,Louisiana,"6,780"
3956,Carbondale,Colorado,"6,777"
3957,Galax,Virginia,"6,775"
3958,Kirtland,Ohio,"6,773"
3959,Pratt,Kansas,"6,771"
3960,Loomis,California,"6,767"
3962,Lake City,South Carolina,"6,761"
3961,Anadarko,Oklahoma,"6,761"
3963,Taneytown,Maryland,"6,760"
3964,Youngtown,Arizona,"6,759"
3965,Greenville,Illinois,"6,758"
3966,Carthage,Texas,"6,756"
3969,Taylor Mill,Kentucky,"6,756"
3967,Martins Ferry,Ohio,"6,756"
3968,Noble,Oklahoma,"6,756"
3970,Farr West,Utah,"6,755"
3971,Bayville,New York,"6,751"
3972,Nibley,Utah,"6,747"
3973,Wendell,North Carolina,"6,745"
3974,Brier,Washington,"6,743"
3975,St. Joseph,Minnesota,"6,743"
3976,Millersville,Tennessee,"6,742"
3977,Church Hill,Tennessee,"6,740"
3979,Hamilton,Alabama,"6,739"
3978,Eagle,Colorado,"6,739"
3981,North Bend,Washington,"6,739"
3980,Kimberly,Wisconsin,"6,739"
3982,Silsbee,Texas,"6,735"
3983,Madras,Oregon,"6,729"
3984,Montevallo,Alabama,"6,723"
3985,Morrilton,Arkansas,"6,722"
3986,Stickney,Illinois,"6,722"
3987,Walden,New York,"6,721"
3988,Emmett,Idaho,"6,717"
3989,Torrington,Wyoming,"6,715"
3990,Marion,South Carolina,"6,711"
3991,Oneonta,Alabama,"6,699"
3992,Barnesville,Georgia,"6,696"
3993,Fox Point,Wisconsin,"6,691"
3994,Clifton Heights,Pennsylvania,"6,689"
3995,Nitro,West Virginia,"6,686"
3996,Seaside,Oregon,"6,685"
3997,Scottsburg,Indiana,"6,684"
3998,Batesville,Indiana,"6,679"
4000,Thomson,Georgia,"6,678"
3999,Milliken,Colorado,"6,678"
4001,Airway Heights,Washington,"6,672"
4002,Trinity,North Carolina,"6,671"
4003,Crescent City,California,"6,670"
4004,North Caldwell,New Jersey,"6,669"
4005,Cedarhurst,New York,"6,667"
4006,Tecumseh,Oklahoma,"6,666"
4007,Atlantic,Iowa,"6,659"
4009,Manorhaven,New York,"6,651"
4008,Los Fresnos,Texas,"6,651"
4010,Normandy Park,Washington,"6,651"
4011,Collinsville,Oklahoma,"6,650"
4012,Lake Hallie,Wisconsin,"6,650"
4013,Decatur,Texas,"6,648"
4014,Litchfield,Minnesota,"6,648"
4015,Belfast,Maine,"6,647"
4016,"Islamorada, Village of Islands",Florida,"6,645"
4017,Hapeville,Georgia,"6,627"
4018,Lago Vista,Texas,"6,627"
4019,Elsa,Texas,"6,624"
4021,West View,Pennsylvania,"6,622"
4020,Ellettsville,Indiana,"6,622"
4022,Folcroft,Pennsylvania,"6,621"
4023,Clairton,Pennsylvania,"6,616"
4025,Tuckahoe,New York,"6,615"
4024,Bedford,Virginia,"6,615"
4026,East Rochester,New York,"6,611"
4027,Lacy-Lakeview,Texas,"6,611"
4028,Union,Ohio,"6,606"
4029,Dillon,South Carolina,"6,604"
4030,Hurricane,West Virginia,"6,604"
4031,North Riverside,Illinois,"6,598"
4032,Rittman,Ohio,"6,593"
4033,Whitestown,Indiana,"6,590"
4034,Selma,North Carolina,"6,589"
4035,Irvington,New York,"6,587"
4036,Gridley,California,"6,586"
4037,Opp,Alabama,"6,586"
4038,Cherry Hills Village,Colorado,"6,585"
4039,Unionville,North Carolina,"6,585"
4040,Strasburg,Virginia,"6,583"
4041,Hillsboro,Ohio,"6,580"
4042,Wharton,New Jersey,"6,577"
4043,Rossford,Ohio,"6,570"
4045,Hillsborough,North Carolina,"6,568"
4044,Enoch,Utah,"6,568"
4047,Valley City,North Dakota,"6,566"
4046,Sidney,Montana,"6,566"
4048,De Queen,Arkansas,"6,565"
4049,Macclenny,Florida,"6,562"
4050,Lawrence,New York,"6,558"
4051,Monument,Colorado,"6,556"
4052,Eatonton,Georgia,"6,555"
4053,Henderson,Tennessee,"6,551"
4055,Crockett,Texas,"6,544"
4054,Catasauqua,Pennsylvania,"6,544"
4056,Douglas,Wyoming,"6,541"
4057,Horseheads,New York,"6,541"
4058,Upper Sandusky,Ohio,"6,539"
4059,Bee Cave,Texas,"6,535"
4060,Thurmont,Maryland,"6,528"
4062,Geneseo,Illinois,"6,526"
4061,Brookings,Oregon,"6,526"
4063,Avon,Colorado,"6,525"
4064,Canton,New York,"6,524"
4065,Parkville,Missouri,"6,514"
4066,Lauderdale-by-the-Sea,Florida,"6,512"
4068,Mount Vernon,Indiana,"6,507"
4067,Bridgeport,Texas,"6,507"
4069,Ambler,Pennsylvania,"6,500"
4070,Plain City,Utah,"6,493"
4071,Washington,New Jersey,"6,492"
4072,Lincoln,Alabama,"6,491"
4073,Sealy,Texas,"6,490"
4075,Talent,Oregon,"6,485"
4074,McCordsville,Indiana,"6,485"
4076,Plattsmouth,Nebraska,"6,479"
4077,Rockaway,New Jersey,"6,478"
4078,De Soto,Missouri,"6,477"
4079,Prospect Park,Pennsylvania,"6,472"
4080,Spring Lake Park,Minnesota,"6,472"
4082,Milford,Michigan,"6,471"
4081,Ishpeming,Michigan,"6,471"
4083,Abilene,Kansas,"6,469"
4085,Pocahontas,Arkansas,"6,469"
4084,Cheverly,Maryland,"6,469"
4087,Gulf Breeze,Florida,"6,466"
4086,California,Pennsylvania,"6,466"
4088,Belpre,Ohio,"6,461"
4089,Buena Vista,Virginia,"6,452"
4091,Purcell,Oklahoma,"6,442"
4090,Prairie View,Texas,"6,442"
4092,Dahlonega,Georgia,"6,437"
4094,Monticello,New York,"6,435"
4093,Holtville,California,"6,435"
4095,Oakmont,Pennsylvania,"6,428"
4096,Waveland,Mississippi,"6,428"
4097,Gladewater,Texas,"6,427"
4098,Bremen,Georgia,"6,421"
4100,Powell,Wyoming,"6,407"
4099,Bronxville,New York,"6,407"
4102,Walker,Louisiana,"6,404"
4101,Hudson,New York,"6,404"
4103,St. John,Missouri,"6,397"
4104,Lanett,Alabama,"6,393"
4105,Hamlet,North Carolina,"6,391"
4106,Watford City,North Dakota,"6,390"
4107,Cynthiana,Kentucky,"6,383"
4108,Woodfin,North Carolina,"6,383"
4109,Forest Hills,Pennsylvania,"6,380"
4110,Eudora,Kansas,"6,379"
4111,Bethel,Alaska,"6,378"
4112,Marvin,North Carolina,"6,377"
4113,Harrisville,Utah,"6,376"
4114,Everman,Texas,"6,374"
4115,Willis,Texas,"6,370"
4116,Berthoud,Colorado,"6,368"
4117,Lovejoy,Georgia,"6,367"
4118,Solvay,New York,"6,365"
4119,White Oak,Texas,"6,364"
4120,Iowa Park,Texas,"6,363"
4121,Estes Park,Colorado,"6,362"
4122,Corry,Pennsylvania,"6,360"
4123,Garrett,Indiana,"6,360"
4124,Burnet,Texas,"6,359"
4125,Hampstead,Maryland,"6,355"
4126,Moraine,Ohio,"6,353"
4127,Fowler,California,"6,348"
4128,Kermit,Texas,"6,341"
4129,Guadalupe,Arizona,"6,336"
